player_id,player_name,team_name
125818,Ali Karimi,Iran
125823,Seyed Hossein Hosseini,Iran
127300,Geny Cipriano Catamo,Mozambique
127547,Stanley Ratifo,Mozambique
128053,Idrissa Thiam,Mauritania
128056,Yassin Cheikh El Welly,Mauritania
128793,Taha Yassine Khenissi,Tunisia
128881,Cristóvão Paciência Mabululo,Angola
129288,Alexander Andre Marshsall,Jamaica
129475,Feliciano João Jone,Mozambique
130185,Keysher Fuller Spence,Costa Rica
130193,Jefferson Brenes Rojas,Costa Rica
130731,Oliver Sonne,Peru
130984,Deian Cristian Sorescu,Romania
131037,Anass Zaroury,Morocco
131243,Deniz Undav,Germany
131849,Antoine Conte,Guinea
132257,Josimar Alcócer,Costa Rica
132271,Carlos Manuel Martínez Castro,Costa Rica
132296,Anthony Daniel Contreras Enríquez,Costa Rica
132461,Mohamed Elias Achouri,Tunisia
132497,Gerson Torres Barrantes,Costa Rica
132510,Haxzel Quirós Cruz,Costa Rica
132516,Orlando Moisés Galo Calderón,Costa Rica
132711,Sekou Oumar Sylla,Guinea
132728,Jewison Bennette,Costa Rica
132755,Alejandro Jesús Bran Flores,Costa Rica
132756,Youstin Delfin Salas Gómez,Costa Rica
132772,Daniel Alonso Chacón Salas,Costa Rica
132800,Kevin Lenini Gonçalves Pereira de Pina,Cape Verde Islands
133003,Mihlali Samson Mayambela,South Africa
133038,João Paulo Moreira Fernandes,Cape Verde Islands
133168,Bertuğ Özgür Yıldırım,Turkey
133189,Luc Rollet De Fougerolles,Canada
133229,Ismael Koné,Canada
133305,Samet Akaydin,Turkey
133353,Pablo Martín Páez Gavira,Spain
133549,Seydouba Cisse,Guinea
133698,Arbër Hoxha,Albania
134209,Barış Alper Yılmaz,Turkey
134272,David Jurásek,Czech Republic
135004,Lubeni Haukongo,Namibia
135043,Enzo Gianni Tchato Mbiayi,Cameroon
135271,Roan Roberto Wilson Gordon,Costa Rica
135844,Sandro Altunashvili,Georgia
135849,Adilson Cipriano da Cruz,Angola
135851,Augusto de Jesus Corte Real Carneiro,Angola
135988,Richard Larkland King,Jamaica
136055,Novatus Dismas Miroshi,Tanzania
136057,Mudathiri Yahya,Tanzania
136064,Ernan Alberto Siluane,Mozambique
136069,Shaquille Momad Nangy,Mozambique
136074,Karim Konaté,Côte d'Ivoire
136115,El Hacen Houeibib,Mauritania
136296,Bechir Ben Said,Tunisia
136298,Santiago Eneme Bocari,Equatorial Guinea
136306,Abdul Fatawu Issahaku,Ghana
136312,Ambrosini Antonio Cabaça Salvador,Angola
136404,Vetunuavi Charles Hambira,Namibia
136406,Aprocious Petrus,Namibia
136411,Juan José Óscar Siafá Etoha,Equatorial Guinea
136414,Luis Miguel Nlavo Asue,Equatorial Guinea
136417,Alejandro Balboa Bandeira,Equatorial Guinea
136596,Lusajo Mwaikenda,Tanzania
136948,Yacouba Nasser Djiga,Burkina Faso
137487,Žan Karničnik,Slovenia
138493,Morice Michael Abraham,Tanzania
138875,Djibril Cheick Ouattara,Burkina Faso
139016,Achraf Dari,Morocco
141358,Mohamed El Amine Amoura,Algeria
142800,Medon Berisha,Albania
143165,Mohamed Chibi,Morocco
143385,Jeyland Yahir Mitchell Baltodano,Costa Rica
143854,António João Pereira Albuquerque Tavares Silva,Portugal
143859,João Neves,Portugal
143863,Franculino Gluda Djú,Guinea-Bissau
143864,Fermin Lopez Marin,Spain
144127,Volodymyr Brazhko,Ukraine
145058,Eddie Marcos Melo Afonso,Angola
145622,Denis Kibu,Tanzania
146933,Bodda Mouhsine,Mauritania
148397,Valentin Carboni,Argentina
149463,Ali Assadalla Thaimn Qambar,Qatar
149576,Semih Kılıçsoy,Turkey
149615,Matías Rafael Lacava González,Venezuela
149714,Abdessamad Ezzalzouli,Morocco
151066,Kelvin Kapumbu,Zambia
151813,Kenan Yildiz,Turkey
152512,Leopold Querfeld,Austria
154895,Warren Steven Madrigal Molina,Costa Rica
156734,Bilal El Khannous,Morocco
159949,Wendell Rudath,Namibia
160904,Miguel Changa Chaiwa,Zambia
160943,Mohamed Amine Tougai,Algeria
161718,Ivane Carminio Francisco Urrubal,Mozambique
162132,Kamory Doumbia,Mali
163610,Leo Sauer,Slovakia
170230,Alex Adrián Arce Barrios,Paraguay
176683,Ibrahim Diakité,Guinea
179524,Carlos Miguel Pereira Fernandes,Cape Verde Islands
182573,Ibrahim Kone,Guinea
184468,Álvaro José Zamora Mata,Costa Rica
185579,Baboucarr Gaye,Gambia
188885,Oumar Ngom,Mauritania
189348,Frank Magri,Cameroon
190172,Telasco José Segovia Pérez,Venezuela
193965,Gerald Taylor,Costa Rica
195989,Néstor Rafael Giménez Florentín,Paraguay
196109,Ousmane Diomande,Côte d'Ivoire
199653,Nene Dorgeles,Mali
202037,Thapelo Maseko,South Africa
204925,Darío Esteban Osorio Osorio,Chile
205932,Vanja Drkušić,Slovenia
206048,Karoy Anderson,Jamaica
212489,Oumar Diakité,Côte d'Ivoire
217047,Fares Chaïbi,Algeria
217795,César Ignacio Pérez Maldonado,Chile
223769,Marcelo Sebastián Suárez Justiniano,Bolivia
223971,José Ángel Córdoba Chambers,Panama
224603,Tanitoluwa Oluwaseyi,Canada
224628,Ali Ahmed,Canada
225215,Jacen Russell-Rowe,Canada
225436,Abdoul Razack Guiebre,Burkina Faso
225437,Stephane Aziz Ki,Burkina Faso
226523,Jahmali Waite,Jamaica
227697,Garang Kuol,Australia
232736,Diego Daniel Medina Roman,Bolivia
233463,Ernest Appiah Nuamah,Ghana
260212,Edgardo Isaac Fariña Wynter,Panama
263057,Amade Momade,Mozambique
264017,Anzor Mekvabishvili,Georgia
264277,Martin Ádám,Hungary
264381,Kennedy Amutenya,Namibia
264954,Lamine Ba,Mauritania
264956,Ibrahima Keita,Mauritania
270407,Joaquim Marcos Cunga Balanga,Angola
271988,Endrick Felipe Moreira de Sousa,Brazil
286708,Kévin Daniel Van Den Kerkhof,Algeria
290289,Žan Vipotnik,Slovenia
296254,Walid Cheddira,Morocco
297356,Brian Jephte Bayeye,Congo DR
300924,Sacha Jordan Bansé,Burkina Faso
307271,Yankuba Minteh,Gambia
315395,Bakari Camara,Mauritania
316046,Lamine Yamal Nasraoui Ebana,Spain
326758,Abolfazl Jalali,Iran
334178,Omar Javier Valencia Arauz,Panama
336796,Miguel Ángel Terceros,Bolivia
341163,Omaré Gassama,Mauritania
348757,Kevin José Rodríguez Cortez,Ecuador
349594,Noé Ela Mangue,Equatorial Guinea
358410,Stanley Bobo Nwabali,Nigeria
363738,Fernando de Lacerda Gomes,Guinea-Bissau
363986,Jovani Francisco Welch Lopez,Panama
367353,Yomar Rene Rocha Rodriguez,Bolivia
380983,José Correia,Guinea-Bissau
383095,Kahiser Lenis Navarro,Panama
383250,Moise Bombito,Canada
384888,Ray Kendry Páez Andrade,Ecuador
388549,Andy Rojas Maroto,Costa Rica
389092,Ibrahim Abdallah Hamad,Tanzania
389156,Tresford Lawrence Mulenga,Zambia
389291,Fiston Kalala Mayele,Congo DR
389292,Khadim Diaw,Mauritania
389294,Nouh Mohamed El Abd,Mauritania
389316,Ngero Kaanjuka Katua,Namibia
389319,Muzeu Bethuel,Namibia
389328,Deivi Miguel Vieira,Angola
389641,Domingos João Macandza,Mozambique
389675,Kennedy Musonda,Zambia
389784,Manuel Keliano,Angola
389882,Kevin Csoboth,Hungary
391434,Marciano Sanca Tchami,Guinea-Bissau
392153,Lamine Camara,Senegal
398462,Adalid Terrazas Abasto,Bolivia
398489,Héctor Manuel Cuellar Rosales,Bolivia
398886,Giorgi Gvelesiani,Georgia
404676,Karim Cissé,Guinea
405926,Renaldo Showayne Cephas,Jamaica
406457,Facinet Conte,Guinea
408160,Dramane Salou,Burkina Faso
408457,Idrissa Gueye,Senegal
408674,Aboubacar Traoré,Mali
408824,Signori Dominique Nymi António,Angola
416889,Uetuuru Kambato,Namibia
416907,Sidi Bouna Sidi Amar,Mauritania
417067,Infren David da Conceição Matola,Mozambique
417068,João José Jone Bonde,Mozambique
422691,José Nabil Onva Adjugu,Equatorial Guinea
435137,Kaheim Dixon,Jamaica
482851,Esteban Orozco Fernández,Equatorial Guinea
